date,AI,machine learning,ChatGPT,Bitcoin,Tesla,Netflix,Amazon,telehealth,mental health,fitness,inflation,recession,stock market,crypto
2022-03-06,3,1,0,9,17,18,70,0,3,10,13,4,21,22
2022-03-13,3,1,0,8,16,18,70,0,2,9,11,3,18,17
2022-03-20,3,1,0,8,16,19,71,0,3,9,9,2,14,18
2022-03-27,3,1,0,8,16,17,69,0,3,8,10,3,14,20
2022-04-03,3,1,0,7,15,17,71,0,3,9,10,5,14,18
2022-04-10,3,1,0,7,14,18,66,0,2,9,14,5,16,18
2022-04-17,3,1,0,6,15,23,67,0,3,9,11,4,14,15
2022-04-24,3,1,0,6,16,19,73,0,3,8,10,7,19,14
2022-05-01,3,1,0,7,13,17,71,0,3,9,12,6,21,14
2022-05-08,3,1,0,17,15,18,70,0,3,9,16,7,27,31
2022-05-15,3,1,0,11,14,18,73,0,3,10,11,9,22,18
2022-05-22,3,1,0,9,15,18,70,0,3,9,10,7,18,14
2022-05-29,3,0,0,7,14,19,70,0,2,11,9,5,13,11
2022-06-05,4,0,0,7,14,18,75,0,2,10,17,11,15,12
2022-06-12,7,0,0,22,15,18,77,0,2,10,18,22,29,20
2022-06-19,5,1,0,15,14,19,73,0,2,10,11,13,20,13
2022-06-26,4,1,0,11,14,19,75,0,2,9,12,7,14,12
2022-07-03,4,0,0,10,12,19,82,0,2,11,10,7,12,12
2022-07-10,4,1,0,8,12,20,100,0,2,9,15,7,13,11
2022-07-17,4,0,0,9,13,21,78,0,2,9,9,6,13,11
2022-07-24,4,1,0,7,12,19,76,0,2,9,12,22,13,11
2022-07-31,4,1,0,7,13,19,81,0,2,9,12,8,12,10
2022-08-07,5,1,0,6,13,19,76,0,2,9,25,4,12,11
2022-08-14,5,1,0,6,12,19,78,0,2,8,17,4,12,11
2022-08-21,5,1,0,6,14,20,76,0,2,8,11,4,13,10
2022-08-28,5,1,0,6,11,18,75,0,2,8,9,3,12,10
2022-09-04,5,1,0,6,11,18,73,0,2,9,9,2,11,9
2022-09-11,5,1,0,6,10,16,73,0,2,8,16,4,18,9
2022-09-18,5,1,0,7,11,19,76,0,3,8,13,5,17,9
2022-09-25,5,1,0,6,11,23,73,0,3,8,12,5,18,8
2022-10-02,5,1,0,5,11,20,76,0,3,8,13,4,15,9
2022-10-09,5,1,0,5,10,19,80,0,3,8,16,6,17,8
2022-10-16,5,1,0,5,11,19,78,0,3,7,13,6,13,8
2022-10-23,5,1,0,5,10,19,75,0,3,7,12,5,15,8
2022-10-30,5,1,0,5,10,18,72,0,3,8,13,4,13,8
2022-11-06,5,1,0,10,11,17,76,0,3,8,13,4,18,18
2022-11-13,5,1,0,10,10,18,85,0,3,8,11,4,13,19
2022-11-20,6,0,0,7,10,21,92,0,2,9,8,4,13,11
2022-11-27,8,1,0,6,10,20,93,0,3,8,10,4,12,11
2022-12-04,16,1,7,6,10,18,92,0,3,8,10,4,11,10
2022-12-11,11,1,9,6,12,19,99,0,3,7,11,4,14,11
2022-12-18,8,0,4,6,15,21,90,0,2,9,7,3,12,9
2022-12-25,7,0,3,5,15,22,88,0,2,11,6,2,15,8
2023-01-01,8,0,5,5,14,20,77,0,2,12,8,3,13,8
2023-01-08,9,1,8,5,16,19,75,0,2,10,11,3,12,9
2023-01-15,10,1,8,6,15,19,74,0,3,10,9,4,13,10
2023-01-22,11,1,12,6,15,18,74,0,3,9,8,4,11,9
2023-01-29,13,1,13,6,15,20,72,0,3,10,9,3,14,9
2023-02-05,14,1,15,5,14,17,72,0,3,9,9,3,12,9
2023-02-12,13,1,14,5,14,17,72,0,3,8,10,2,12,9
2023-02-19,12,1,13,5,13,19,71,0,3,9,9,3,13,9
2023-02-26,12,1,13,4,15,17,72,0,3,9,9,2,11,8
2023-03-05,12,1,13,5,13,17,69,0,3,9,9,3,13,9
2023-03-12,13,1,14,7,12,17,72,0,3,9,9,4,19,10
2023-03-19,15,1,16,7,12,17,71,0,3,9,9,4,14,9
2023-03-26,17,1,16,6,12,17,73,0,3,9,9,3,11,9
2023-04-02,16,1,16,5,13,17,71,0,3,8,7,3,16,9
2023-04-09,18,1,16,7,12,18,70,0,3,9,10,3,11,9
2023-04-16,30,1,17,6,15,20,72,0,3,8,8,3,10,9
2023-04-23,25,1,17,6,13,17,70,0,3,8,9,3,11,8
2023-04-30,23,1,16,5,12,16,71,0,3,9,8,4,11,8
2023-05-07,23,1,15,5,11,15,72,0,3,9,9,3,10,8
2023-05-14,23,1,14,5,12,16,74,0,3,9,7,3,10,7
2023-05-21,22,0,13,4,13,19,72,0,3,9,7,3,11,7
2023-05-28,21,1,11,4,12,18,72,0,2,11,6,2,10,6
2023-06-04,19,1,10,5,14,18,75,0,3,9,6,2,10,8
2023-06-11,22,1,12,4,14,17,73,0,2,9,8,2,11,8
2023-06-18,20,0,10,6,14,19,71,0,2,10,6,2,12,7
2023-06-25,20,0,10,5,14,18,76,0,2,9,7,2,10,7
2023-07-02,19,0,8,5,14,19,76,0,2,11,6,1,11,6
2023-07-09,22,1,10,5,14,18,99,0,2,9,9,2,9,8
2023-07-16,23,1,9,5,16,17,75,0,2,9,7,2,10,8
2023-07-23,20,1,9,4,14,16,73,0,2,8,7,2,10,7
2023-07-30,19,1,8,4,13,15,71,0,2,9,6,2,10,7
2023-08-06,18,1,8,4,13,16,73,0,2,8,8,2,9,7
2023-08-13,20,1,8,5,13,17,72,0,2,8,7,2,11,7
2023-08-20,18,1,10,5,12,16,72,0,2,8,7,2,11,7
2023-08-27,19,1,11,5,14,16,69,0,2,8,7,2,10,7
2023-09-03,18,1,10,4,13,18,68,0,2,9,7,2,8,6
2023-09-10,20,1,12,4,13,16,69,0,3,7,9,2,9,6
2023-09-17,20,1,13,4,12,15,66,0,3,8,10,2,9,6
2023-09-24,20,1,13,3,11,15,69,0,3,7,8,2,10,6
2023-10-01,23,1,13,4,12,16,73,0,3,7,8,2,12,6
2023-10-08,24,1,13,4,11,16,81,0,3,7,8,2,11,6
2023-10-15,23,1,13,5,13,16,74,0,3,7,8,2,10,6
2023-10-22,23,1,13,7,12,16,69,0,3,7,8,2,11,8
2023-10-29,24,1,13,5,11,16,68,0,3,7,8,2,10,10
2023-11-05,24,1,14,6,11,16,76,0,3,8,8,2,11,9
2023-11-12,25,1,14,5,12,16,80,0,3,7,9,2,11,9
2023-11-19,23,1,10,5,11,19,91,0,2,10,7,1,12,8
2023-11-26,24,1,14,5,13,17,94,0,3,8,9,2,10,8
2023-12-03,26,1,16,9,12,16,88,0,3,7,9,2,11,11
2023-12-10,25,1,15,7,14,18,91,0,3,7,9,2,12,10
2023-12-17,23,0,10,6,13,18,90,0,2,8,7,1,12,10
2023-12-24,19,0,7,6,13,20,77,0,1,10,6,1,10,11
2023-12-31,22,0,9,8,12,21,75,0,2,13,6,1,10,11
2024-01-07,22,1,12,12,12,18,70,0,2,10,8,1,11,11
2024-01-14,22,1,12,7,12,19,67,0,2,10,7,1,11,9
2024-01-21,30,1,14,6,13,19,68,0,3,9,8,2,12,9
2024-01-28,28,1,15,5,12,17,64,0,3,9,8,2,11,8
2024-02-04,25,1,16,5,12,16,63,0,3,8,8,2,11,9
2024-02-11,27,1,16,8,11,17,60,0,3,8,10,2,12,10
2024-02-18,29,1,16,7,12,21,66,0,3,9,9,2,13,10
2024-02-25,29,1,15,13,12,19,61,0,3,9,10,2,11,15
2024-03-03,27,1,15,15,12,18,62,0,3,8,9,2,12,21
2024-03-10,26,1,14,14,13,17,60,0,3,8,9,2,11,19
2024-03-17,28,1,15,10,13,16,60,0,3,9,8,2,11,15
2024-03-24,27,1,14,10,14,16,60,0,3,9,8,2,14,15
2024-03-31,26,1,14,8,15,16,59,0,3,9,8,1,11,12
2024-04-07,26,1,17,9,14,15,58,0,3,8,12,2,11,13
2024-04-14,29,1,15,11,15,15,60,0,3,8,9,2,13,11
2024-04-21,29,1,17,7,18,15,63,0,3,8,9,2,11,10
2024-04-28,28,1,17,7,15,15,65,0,3,8,9,2,10,9
2024-05-05,28,1,16,6,14,15,64,0,3,9,8,2,9,9
2024-05-12,32,1,16,6,15,16,65,0,3,9,10,2,10,8
2024-05-19,30,1,15,7,14,15,62,0,3,8,8,2,10,10
2024-05-26,31,1,14,5,14,17,62,0,2,10,8,1,9,9
2024-06-02,30,1,16,6,13,18,64,0,3,10,7,1,10,10
2024-06-09,29,1,13,6,15,17,66,0,2,9,8,1,10,9
2024-06-16,28,1,12,5,14,15,64,0,2,9,6,1,11,8
2024-06-23,27,1,12,5,14,15,66,0,2,9,8,1,8,8
2024-06-30,25,1,10,6,14,16,66,0,2,10,6,1,10,8
2024-07-07,27,1,11,6,15,15,65,0,2,9,8,1,9,8
2024-07-14,24,1,11,6,13,15,84,0,2,8,7,1,12,9
2024-07-21,26,1,11,7,15,17,66,0,2,9,7,1,11,9
2024-07-28,25,1,11,7,13,15,65,0,2,8,7,2,13,8
2024-08-04,27,1,12,9,13,14,64,0,2,8,7,7,51,10
2024-08-11,28,0,13,6,12,14,67,0,2,8,10,2,11,8
2024-08-18,30,1,16,6,12,14,64,0,2,8,8,2,11,8
2024-08-25,31,1,17,5,13,15,60,0,2,8,8,2,10,7
2024-09-01,30,1,17,5,11,16,56,0,3,9,7,2,12,7
2024-09-08,32,1,21,5,11,14,59,0,3,7,11,2,10,6
2024-09-15,34,1,22,5,11,15,63,0,3,7,9,2,11,8
2024-09-22,36,1,23,5,11,18,59,0,3,7,8,2,10,8
2024-09-29,35,1,21,5,11,16,60,0,3,7,8,2,11,7
2024-10-06,35,1,21,5,17,15,65,0,3,7,8,1,10,7
2024-10-13,34,1,22,5,15,15,61,0,3,7,8,1,12,8
2024-10-20,38,1,25,5,15,14,61,0,3,7,8,2,11,8
2024-10-27,37,1,25,6,12,14,59,0,3,6,9,2,12,8
2024-11-03,36,1,23,9,15,13,56,0,3,7,12,2,24,11
2024-11-10,38,1,25,20,15,30,63,0,3,8,10,2,19,24
2024-11-17,40,1,27,17,15,14,69,0,3,8,8,2,13,25
2024-11-24,33,1,18,13,15,18,77,0,2,9,7,1,15,22
2024-12-01,41,1,26,16,14,15,77,0,3,8,7,2,11,31
2024-12-08,45,1,33,12,16,16,75,0,3,7,9,2,11,25
2024-12-15,38,1,24,13,16,17,76,0,2,7,7,1,17,21
2024-12-22,30,0,15,11,15,23,67,0,1,10,6,1,14,16
2024-12-29,32,0,16,9,17,21,63,0,2,13,5,1,15,16
2025-01-05,38,1,24,10,13,18,61,0,2,11,6,1,16,16
2025-01-12,38,1,26,9,12,16,57,0,3,10,8,1,13,20
2025-01-19,43,1,28,12,14,17,58,0,3,9,8,1,16,35
2025-01-26,46,1,33,9,14,15,55,0,3,9,8,2,19,21
2025-02-02,44,1,33,10,14,15,56,0,3,9,8,2,23,21
2025-02-09,46,1,33,7,14,15,54,0,3,8,10,2,13,15
2025-02-16,45,1,33,7,14,18,55,1,3,9,9,2,17,16
2025-02-23,51,1,36,10,16,15,57,0,3,9,8,2,19,16
2025-03-02,48,1,37,12,17,15,57,0,3,8,8,4,37,24
2025-03-09,47,1,33,11,31,15,60,0,3,8,10,14,42,14
2025-03-16,45,1,34,7,32,17,56,0,3,8,7,4,21,11
2025-03-23,46,1,35,6,26,15,55,0,3,8,7,3,18,11
2025-03-30,48,1,39,8,26,17,57,0,3,8,9,9,66,11
2025-04-06,49,1,43,9,22,15,59,0,3,8,9,12,100,11
2025-04-13,45,1,42,6,14,14,56,0,3,8,7,4,33,9
2025-04-20,48,1,42,7,19,15,55,0,3,9,7,3,28,10
2025-04-27,52,1,44,6,16,15,60,0,4,8,8,5,20,10
2025-05-04,49,1,41,7,13,14,58,0,3,8,7,3,18,11
2025-05-11,47,1,44,8,13,15,54,0,3,9,9,2,20,13
2025-05-18,49,1,42,10,14,17,62,0,3,9,7,2,18,12
2025-05-25,47,1,41,9,15,18,58,0,3,11,7,2,15,13
2025-06-01,51,1,40,6,18,16,64,0,3,11,6,2,13,10
2025-06-08,56,1,44,7,16,16,57,0,3,9,7,2,15,12
2025-06-15,53,1,41,6,14,15,59,0,3,10,6,1,17,11
2025-06-22,55,1,41,7,15,21,58,0,3,9,6,1,18,11
2025-06-29,85,1,37,7,15,15,57,0,2,10,6,1,17,11
2025-07-06,53,1,42,9,15,33,77,0,3,10,6,1,16,15
2025-07-13,59,1,47,13,15,25,64,0,3,9,10,2,17,30
2025-07-20,60,1,50,11,19,26,67,0,3,9,10,2,21,30
2025-07-27,67,2,52,11,18,22,68,0,3,10,14,2,29,28
2025-08-03,61,1,50,8,15,17,65,0,3,9,8,2,20,18
2025-08-10,58,1,48,9,14,15,64,0,3,8,10,2,17,18
2025-08-17,55,1,50,8,13,15,63,0,3,8,6,1,17,14
2025-08-24,56,1,52,7,13,15,59,0,3,8,7,2,16,13
2025-08-31,57,1,52,6,12,16,60,0,3,9,7,2,16,12
2025-09-07,57,1,55,5,12,15,55,0,3,7,7,2,13,12
2025-09-14,67,1,57,6,14,15,59,0,3,7,7,2,15,15
2025-09-21,72,1,55,7,15,15,60,0,3,7,8,2,17,15
2025-09-28,70,1,53,7,14,16,59,1,3,8,9,2,17,14
2025-10-05,69,1,54,9,13,17,68,0,3,7,8,2,22,16
2025-10-12,64,1,55,10,11,16,63,0,3,7,8,2,23,16
2025-10-19,69,1,58,8,12,16,68,0,3,7,9,2,16,13
2025-10-26,66,1,54,8,12,16,65,0,3,7,9,2,17,15
2025-11-02,71,1,56,10,13,14,61,0,3,7,10,2,20,19
2025-11-09,70,1,53,10,13,15,65,0,4,8,12,2,22,17
2025-11-16,74,1,54,16,13,14,72,0,4,8,12,3,24,21
2025-11-23,60,1,34,12,12,18,79,0,3,9,11,2,20,16
2025-11-30,75,1,48,12,12,19,77,0,4,8,13,2,17,17
2025-12-07,76,1,50,9,12,19,75,0,4,9,13,2,17,15
2025-12-14,69,1,43,9,14,17,73,0,3,9,13,2,16,15
2025-12-21,58,1,33,7,13,21,67,0,2,11,9,1,19,13
2025-12-28,60,1,32,8,13,22,67,0,2,13,9,1,19,14
2026-01-04,65,1,42,8,11,19,61,0,3,12,10,2,17,14
2026-01-11,66,2,47,7,12,18,58,0,3,11,11,2,16,14
2026-01-18,69,2,44,7,12,19,58,0,3,11,11,2,23,15
2026-01-25,72,2,47,10,14,19,60,1,4,11,12,2,20,17
2026-02-01,78,2,52,24,12,17,58,1,4,10,12,2,25,23
2026-02-08,75,3,39,15,12,15,54,1,4,9,11,2,20,16
2026-02-15,82,3,44,10,12,15,53,1,4,10,12,2,20,15
2026-02-22,86,2,44,11,12,16,55,1,5,10,14,2,22,15
2026-03-01,97,2,48,12,14,14,59,1,4,9,14,2,30,20
2026-03-08,87,2,47,9,14,15,55,1,4,9,14,3,26,17
2026-03-15,90,3,41,9,15,15,57,1,4,9,14,3,26,17
2026-03-22,89,4,50,10,17,15,59,1,5,10,19,3,24,15
2026-03-29,88,4,46,10,17,15,62,1,4,13,17,3,29,16
2026-04-05,83,3,44,8,17,15,59,1,4,14,14,2,26,19
2026-04-12,100,3,46,8,19,15,61,1,4,13,13,2,24,19
2026-04-19,91,2,45,7,17,14,56,1,4,11,12,3,22,16
2026-04-26,100,3,46,7,15,13,60,1,4,11,12,2,20,14
2026-05-03,71,1,42,6,14,14,58,0,3,10,7,2,15,9
2026-05-10,65,1,43,5,14,15,57,0,3,10,9,2,15,9
2026-05-17,57,1,31,5,13,34,54,0,2,9,8,1,7,9
