tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at
300018,Prey,2021-12-01,270.44,8.3,8240,[18],A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2026-05-17T17:01:53.147962
300019,Blood Brothers: Malcolm X & Muhammad Ali,2021-12-01,238.15,6.1,818,[18],"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2026-05-17T17:01:53.148137
300020,The Women and the Murderer,2021-12-01,57.87,4.9,6011,[18],This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2026-05-17T17:01:53.148307
300021,JJ+E,2021-12-01,52.99,7.4,5442,[18],"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2026-05-17T17:01:53.148466
300022,Untold: Breaking Point,2021-12-01,30.38,8.6,1839,[18],"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2026-05-17T17:01:53.148738
300023,Worth,2021-12-01,140.99,4.5,8259,[18],"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",2026-05-17T17:01:53.148970
300024,Afterlife of the Party,2021-12-01,42.02,6.3,5403,[18],Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,2026-05-17T17:01:53.149352
300025,Final Account,2021-12-01,438.28,5.6,4091,[18],This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,2026-05-17T17:01:53.149501
300026,Barbie Big City Big Dreams,2021-12-01,10.77,7.4,1930,[18],"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",2026-05-17T17:01:53.155351
300027,Untold: Crime & Penalties,2021-12-01,418.23,4.9,7716,[18],"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",2026-05-17T17:01:53.155692
300028,Thimmarusu,2021-12-01,23.88,7.6,526,[18],"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",2026-05-17T17:01:53.155977
300029,He's All That,2021-12-01,260.4,3.8,10508,[18],"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",2026-05-17T17:01:53.156272
300030,SAS: Rise of the Black Swan,2021-12-01,94.19,7.4,2303,[18],"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train.",2026-05-17T17:01:53.156508
300031,"Bob Ross: Happy Accidents, Betrayal & Greed",2021-12-01,22.62,6.6,5666,[18],Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,2026-05-17T17:01:53.163023
300032,The River Runner,2021-12-01,358.63,4.3,7411,[18],"In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",2026-05-17T17:01:53.163274
300033,The Water Man,2021-12-01,285.33,6.0,7461,[18],"Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.",2026-05-17T17:01:53.163471
300034,Count Me In,2021-12-01,196.86,8.5,2803,[18],This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,2026-05-17T17:01:53.172217
300035,Untold: Caitlyn Jenner,2021-12-01,246.49,5.7,6910,[18],Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,2026-05-17T17:01:53.172521
300036,Boomika,2021-12-01,149.73,6.0,2423,[18],"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",2026-05-17T17:01:53.173106
300037,Boomika (Hindi),2021-12-01,54.24,5.6,9695,[18],"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",2026-05-17T17:01:53.173398
300038,Boomika (Malayalam),2021-12-01,47.78,6.5,3044,[18],"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",2026-05-17T17:01:53.173677
300039,Boomika (Telugu),2021-12-01,113.27,9.2,4285,[18],"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",2026-05-17T17:01:53.173836
300040,The Witcher: Nightmare of the Wolf,2021-12-01,193.61,6.7,8696,[18],"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",2026-05-17T17:01:53.173954
300041,Man in Love,2021-12-01,71.97,4.8,1548,[18],"When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.",2026-05-17T17:01:53.174065
300042,Sweet Girl,2021-12-01,131.09,3.8,2927,[18],"He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",2026-05-17T17:01:53.174230
300043,The Loud House Movie,2021-12-01,58.97,8.0,3258,[18],"With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!",2026-05-17T17:01:53.174400
300044,Black Island,2021-12-01,66.04,5.4,3457,[18],The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,2026-05-17T17:01:53.174529
300045,Memories of a Murderer: The Nilsen Tapes,2021-12-01,283.96,8.3,3527,[18],Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,2026-05-17T17:01:53.180898
300046,The Secret Diary of an Exchange Student,2021-12-01,40.75,6.5,6508,[18],"Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",2026-05-17T17:01:53.181242
300047,Untold: Deal With the Devil,2021-12-01,197.95,3.9,1195,[18],"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",2026-05-17T17:01:53.181596
300048,Beckett,2021-12-01,364.22,6.5,8933,[18],An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2026-05-17T17:01:53.181896
300049,Lokillo: Nothing's the Same,2021-12-01,395.39,5.8,807,[35],"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",2026-05-17T17:01:53.182040
300050,Monster Hunter: Legends of the Guild,2021-12-01,125.8,8.0,942,[18],"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",2026-05-17T17:01:53.182149
300051,Misha and the Wolves,2021-12-01,212.12,4.4,2236,[18],"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny.",2026-05-17T17:01:53.182286
300052,The Kissing Booth 3,2021-12-01,169.74,6.8,4353,[18],"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",2026-05-17T17:01:53.182407
300053,Untold: Malice at the Palace,2021-12-01,71.88,6.0,11920,[18],"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",2026-05-17T17:01:53.184455
300054,Slay,2021-12-01,25.5,5.8,6952,[18],"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",2026-05-17T17:01:53.184819
300055,The Paper Tigers,2021-12-01,238.95,4.6,3211,[18],"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",2026-05-17T17:01:53.184985
300056,The Swarm,2021-12-01,333.47,6.7,6313,[18],"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",2026-05-17T17:01:53.185096
300057,Vivo,2021-12-01,189.39,7.2,1727,[18],A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2026-05-17T17:01:53.185238
300058,Lady Boss: The Jackie Collins Story,2021-12-01,209.69,8.0,2353,[18],"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",2026-05-17T17:01:53.185421
300059,Aftermath,2021-12-01,133.72,5.9,4554,[18],"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",2026-05-17T17:01:53.185598
300060,Pray Away,2021-12-01,163.59,6.8,7795,[18],"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",2026-05-17T17:01:53.185771
300061,Shiny_Flakes: The Teenage Drug Lord,2021-12-01,1.13,7.4,1557,[18],"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",2026-05-17T17:01:53.185934
300062,I missed you: Director's Cut,2021-12-01,185.39,4.8,2910,[18],A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,2026-05-17T17:01:53.186051
300063,The Vault,2021-12-01,32.68,3.7,1919,[18],A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain.,2026-05-17T17:01:53.186181
300064,Rurouni Kenshin: The Beginning,2021-12-01,323.45,6.0,575,[18],"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change.",2026-05-17T17:01:53.186328
300065,The Last Mercenary,2021-12-01,447.28,7.5,3486,[18],A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.,2026-05-17T17:01:53.186486
300066,Resort to Love,2021-12-01,178.75,5.2,3633,[18],"Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married.",2026-05-17T17:01:53.191005
300067,Bartkowiak,2021-12-01,166.8,4.1,3162,[18],"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",2026-05-17T17:01:53.191469
300068,Hostage House,2021-12-01,36.39,6.6,4821,[18],"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",2026-05-17T17:01:53.193242
300069,Mimi,2021-12-01,29.94,5.6,1441,[18],"An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.",2026-05-17T17:01:53.194726
300070,A Second Chance:  Rivals!,2021-12-01,87.95,6.2,2221,[18],"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",2026-05-17T17:01:53.195256
300071,African America,2021-12-01,85.23,4.9,5290,[18],A disgruntled South African woman leaves her fiancé and embezzles money from her job to pursue her dream of being a Broadway star in New York City.,2026-05-17T17:01:53.195522
300072,Bankrolled,2021-12-01,197.35,5.2,4760,[18],Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app.,2026-05-17T17:01:53.195760
300073,Blood Red Sky,2021-12-01,47.78,6.2,4729,[18],"When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.",2026-05-17T17:01:53.195895
300074,Kingdom: Ashin of the North,2021-12-01,446.51,4.1,3291,[18],"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2026-05-17T17:01:53.196010
300075,The Last Letter From Your Lover,2021-12-01,240.32,5.0,2340,[18],"After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",2026-05-17T17:01:53.196130
300076,9to5: The Story of a Movement,2021-12-01,443.36,6.0,342,[18],"In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment.",2026-05-17T17:01:53.196319
300077,Cousins,2021-12-01,444.83,4.2,10168,[18],"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",2026-05-17T17:01:53.196492
300078,Words Bubble Up Like Soda Pop,2021-12-01,136.62,4.2,3700,[18],"After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",2026-05-17T17:01:53.199010
300079,Trollhunters: Rise of the Titans,2021-12-01,250.57,5.5,1913,[18],"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",2026-05-17T17:01:53.199242
300080,The Tambour of Retribution,2021-12-01,287.38,6.9,3640,[18],"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.",2026-05-17T17:01:53.199372
300081,Cosmic Sin,2021-12-01,60.19,7.8,663,[18],"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",2026-05-17T17:01:53.199509
300082,Deep,2021-12-01,70.0,5.2,4962,[18],Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.,2026-05-17T17:01:53.199695
300083,Fear Street Part 3: 1666,2021-12-01,187.37,5.0,2671,[18],"Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives — and Shadyside’s future.",2026-05-17T17:01:53.199871
300084,A Perfect Fit,2021-12-01,129.15,2.9,2784,[18],"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",2026-05-17T17:01:53.204454
300085,Emicida: AmarElo - Live in São Paulo,2021-12-01,400.45,5.6,7162,[18],"Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to São Paulo's Theatro Municipal as he performs hits from the album ""AmarElo.""",2026-05-17T17:01:53.204918
300086,Lift Like a Girl,2021-12-01,5.53,5.6,10663,[18],"With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.",2026-05-17T17:01:53.205143
300087,My Amanda,2021-12-01,7.92,4.9,9074,[18],"Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",2026-05-17T17:01:53.205428
300088,A Classic Horror Story,2021-12-01,50.98,8.9,1077,[18],"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",2026-05-17T17:01:53.205661
300089,Gunpowder Milkshake,2021-12-01,123.21,8.2,5584,[18],"When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.",2026-05-17T17:01:53.205871
300090,Private Network: Who Killed Manuel Buendía?,2021-12-01,202.4,6.8,5138,[18],A deep dive into the work of renowned Mexican journalist Manuel Buendía looks to unravel his murder and the ties between politics and drug trafficking.,2026-05-17T17:01:53.206066
300091,The Guide to the Perfect Family,2021-12-01,80.15,7.2,3296,[18],"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2026-05-17T17:01:53.206269
300092,Bridgerton - The Afterparty,2021-12-01,2.44,6.5,436,[18],"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments.",2026-05-17T17:01:53.206457
300093,Day of Destiny,2021-12-01,232.21,7.4,10022,[18],"With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time.",2026-05-17T17:01:53.211504
300094,Fear Street Part 2: 1978,2021-12-01,326.82,7.0,3122,[18],"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.",2026-05-17T17:01:53.211884
300095,How I Became a Superhero,2021-12-01,55.45,6.4,6313,[18],"In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",2026-05-17T17:01:53.212094
300096,Last Summer,2021-12-01,149.99,5.7,4339,[18],"During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",2026-05-17T17:01:53.212384
300097,Lee Su-geun: The Sense Coach,2021-12-01,162.26,3.9,3720,[35],"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",2026-05-17T17:01:53.212663
300098,Lethal Love,2021-12-01,197.4,7.2,5785,[18],"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.",2026-05-17T17:01:53.212988
300099,Major Grom: Plague Doctor,2021-12-01,72.66,4.8,5793,[18],"When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",2026-05-17T17:01:53.213113
300100,This Little Love Of Mine,2021-12-01,161.09,8.6,2787,[18],A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,2026-05-17T17:01:53.213268
300101,Fear Street Part 1: 1994,2021-12-01,303.03,8.2,1759,[18],"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries. Welcome to Shadyside.",2026-05-17T17:01:53.213385
300102,Haseen Dillruba,2021-12-01,99.73,6.5,4009,[18],"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",2026-05-17T17:01:53.213488
300103,The 8th Night,2021-12-01,437.15,5.5,4906,[18],"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",2026-05-17T17:01:53.218244
300104,Audible,2021-12-01,95.45,5.5,4925,[18],"Shaken by a friend's suicide, a Deaf high school football player copes with family and relationships while anticipating his final homecoming game.",2026-05-17T17:01:53.218598
300105,Dynasty Warriors,2021-12-01,165.04,7.0,7867,[18],"Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""",2026-05-17T17:01:53.220104
300106,Mobile Suit Gundam Hathaway,2021-12-01,37.16,7.8,356,[18],"After Char’s rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",2026-05-17T17:01:53.220351
300107,America: The Motion Picture,2021-12-01,149.96,4.3,2355,[18],A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,2026-05-17T17:01:53.220519
300108,Mommy Issues,2021-12-01,217.93,5.8,3121,[18],Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,2026-05-17T17:01:53.220768
300109,Prime Time,2021-12-01,200.98,7.6,1265,[18],"On New Year’s Eve 1999, an armed man enters a TV studio during a broadcast, takes the host hostage and makes one demand: to give a message live on air.",2026-05-17T17:01:53.221027
300110,The Ice Road,2021-12-01,172.47,6.6,3408,[18],"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",2026-05-17T17:01:53.221232
300111,Sisters on Track,2021-12-01,189.4,4.1,1123,[18],Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,2026-05-17T17:01:53.221395
300112,The Seventh Day,2021-12-01,22.43,9.0,479,[18],An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,2026-05-17T17:01:53.225592
300113,Good on Paper,2021-12-01,148.83,7.4,8711,[18],"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.",2026-05-17T17:01:53.225998
300114,Murder by the Coast,2021-12-01,36.67,5.6,2368,[18],"In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.",2026-05-17T17:01:53.226279
300115,The House of Flowers: The Movie,2021-12-01,59.22,6.5,1861,[18],The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2026-05-17T17:01:53.226505
300116,A Family,2021-12-01,197.2,8.9,4685,[18],"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.",2026-05-17T17:01:53.226753
300117,Fatherhood,2021-12-01,131.03,4.9,5532,[18],"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",2026-05-17T17:01:53.226964
300118,Jagame Thandhiram,2021-12-01,219.99,5.6,2545,[18],"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.",2026-05-17T17:01:53.227138
300119,Rurouni Kenshin: The Final,2021-12-01,46.03,7.5,12009,[18],"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",2026-05-17T17:01:53.227452
300120,Ali & Ratu Ratu Queens,2021-12-01,67.5,6.8,2880,[18],"After his father's passing, a teenager sets out for New York in search of his estranged mother and soon finds love and connection in unexpected places.",2026-05-17T17:01:53.237002
300121,Security,2021-12-01,97.04,5.7,2898,[18],"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",2026-05-17T17:01:53.239720
300122,Headspace: Unwind Your Mind,2021-12-01,158.71,9.0,1148,[18],"Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special.",2026-05-17T17:01:53.239936
300123,The Reason I Jump,2021-12-01,20.27,6.0,5028,[18],The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.,2026-05-17T17:01:53.240088
300124,The Devil Below,2021-12-01,24.2,6.3,8063,[18],"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.",2026-05-17T17:01:53.240272
300125,Bling Empire - The Afterparty,2021-12-01,41.68,6.7,519,[18],"The stars of ""Bling Empire"" discuss the show's success and play bling-themed games, then comic Joel Kim Booster makes his case for joining the cast.",2026-05-17T17:01:53.240465
300126,Cobra Kai - The Afterparty,2021-12-01,418.9,6.4,3622,[18],"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",2026-05-17T17:01:53.246070
300127,To All the Boys: Always and Forever - The Afterparty,2021-12-01,8.75,6.9,4819,[18],"Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice.",2026-05-17T17:01:53.246349
300128,Sarbath,2021-12-01,186.54,3.9,4888,[18],"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",2026-05-17T17:01:53.246508
300129,Skater Girl,2021-12-01,255.88,3.5,3250,[18],"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",2026-05-17T17:01:53.246726
300130,Trese After Dark,2021-12-01,20.25,7.4,577,[18],"Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series.",2026-05-17T17:01:53.248304
300131,Wish Dragon,2021-12-01,128.52,6.8,5112,[18],Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,2026-05-17T17:01:53.251883
300132,Camellia Sisters,2021-12-01,150.63,6.4,4793,[18],Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.,2026-05-17T17:01:53.252272
300133,Awake,2021-12-01,30.79,5.9,4153,[18],"After a global event wipes out humanity's ability to sleep, a troubled ex-soldier fights to save her family as society and her mind spiral into chaos.",2026-05-17T17:01:53.252486
300134,Tragic Jungle,2021-12-01,26.78,5.0,3329,[18],"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.",2026-05-17T17:01:53.252656
300135,Kitty Love: An Homage to Cats,2021-12-01,97.02,3.4,6556,[18],"Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.",2026-05-17T17:01:53.252777
300136,Breaking Boundaries: The Science Of Our Planet,2021-12-01,209.31,6.5,7188,[18],David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,2026-05-17T17:01:53.252905
