tmdb_id,title,vote_average,vote_count,popularity,release_date,genre_ids,overview,fetched_at
300013,Dark Skies,7.0,5002,14.622,2013-03-01,[18],"A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",2026-05-17T16:57:38.299047
300014,Paranoia,7.8,6901,1.014,2013-03-01,[18],"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",2026-05-17T16:57:38.299293
300015,Ankahi Kahaniya,7.6,4254,2.694,2021-03-01,[18],"As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",2026-05-17T16:57:38.299471
300016,The Father Who Moves Mountains,8.9,1041,40.379999999999995,2021-03-01,[18],"When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",2026-05-17T16:57:38.303520
300017,The Stronghold,7.0,6056,172.14600000000002,2021-03-01,[18],"Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",2026-05-17T16:57:38.305991
300018,Birth of the Dragon,8.2,12802,152.178,2017-03-01,[18],"A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",2026-05-17T16:57:38.306206
300019,Jaws,7.5,6583,286.13399999999996,1975-03-01,[18],"When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",2026-05-17T16:57:38.306388
300020,Jaws 2,7.5,5956,71.42999999999999,1978-03-01,[18],"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",2026-05-17T16:57:38.306516
300021,Jaws 3,7.6,12206,0.198,1983-03-01,[18],"After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",2026-05-17T16:57:38.306694
300022,Jaws: The Revenge,7.9,9275,67.5,1987-03-01,[18],"After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",2026-05-17T16:57:38.306829
300023,My Heroes Were Cowboys,7.3,8910,65.74199999999999,2021-03-01,[18],"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",2026-05-17T16:57:38.306953
300024,Safe House,8.3,7279,371.91,2012-03-01,[18],Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,2026-05-17T16:57:38.307122
300025,Training Day,8.2,3213,40.89,2001-03-01,[18],A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,2026-05-17T16:57:38.307267
300026,InuYasha the Movie 2: The Castle Beyond the Looking Glass,7.0,3509,75.948,2002-03-01,[18],"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",2026-05-17T16:57:38.307433
300027,InuYasha the Movie 3: Swords of an Honorable Ruler,8.0,8798,124.89,2003-03-01,[18],The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,2026-05-17T16:57:38.309338
300028,InuYasha the Movie 4: Fire on the Mystic Island,7.0,5634,62.02799999999999,2004-03-01,[18],"Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",2026-05-17T16:57:38.309722
300029,InuYasha the Movie: Affections Touching Across Time,8.5,10122,27.012,2001-03-01,[18],"A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",2026-05-17T16:57:38.309925
300030,Naruto Shippuden the Movie: Blood Prison,7.6,6249,72.684,2011-03-01,[18],"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",2026-05-17T16:57:38.312661
300031,Naruto Shippûden the Movie: Bonds,7.4,9225,4.811999999999999,2008-03-01,[18],"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",2026-05-17T16:57:38.316530
300032,Naruto Shippûden the Movie: The Will of Fire,8.9,8483,189.21,2009-03-01,[18],"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",2026-05-17T16:57:38.316863
300033,Naruto Shippuden: The Movie,8.1,8586,240.79199999999997,2007-03-01,[18],"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",2026-05-17T16:57:38.317055
300034,Naruto Shippuden: The Movie: The Lost Tower,7.0,1476,21.504,2010-03-01,[18],"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",2026-05-17T16:57:38.317411
300035,Naruto the Movie 2: Legend of the Stone of Gelel,8.5,2944,181.356,2005-03-01,[18],"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",2026-05-17T16:57:38.320933
300036,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,8.6,9006,8.196,2006-03-01,[18],"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",2026-05-17T16:57:38.321303
300037,Naruto the Movie: Ninja Clash in the Land of Snow,7.6,6745,58.122,2004-03-01,[18],"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",2026-05-17T16:57:38.322611
300038,Nightbooks,7.6,7057,31.145999999999997,2021-03-01,[18],Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,2026-05-17T16:57:38.325211
300039,Schumacher,8.4,6516,141.15599999999998,2021-03-01,[18],"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",2026-05-17T16:57:38.325489
300040,A StoryBots Space Adventure,7.0,12992,27.192,2021-03-01,[18],Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,2026-05-17T16:57:38.325804
300041,King of Boys,8.1,9438,118.78799999999998,2018-03-01,[18],"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",2026-05-17T16:57:38.327846
300042,You vs. Wild: Out Cold,8.1,4357,45.168,2021-03-01,[18],"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",2026-05-17T16:57:38.328191
300043,Little Singham - Black Shadow,7.5,9992,72.282,2021-03-01,[18],Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,2026-05-17T16:57:38.328810
300044,Tughlaq Durbar,8.6,8148,39.72599999999999,2020-03-01,[18],A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2026-05-17T16:57:38.329369
300045,Tughlaq Durbar (Telugu),7.9,3371,133.76399999999998,2021-03-01,[18],A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2026-05-17T16:57:38.330719
300046,Firedrake the Silver Dragon,8.2,8210,57.27,2021-03-01,[18],"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2026-05-17T16:57:38.330974
300047,Kate,7.5,11100,183.624,2021-03-01,[18],"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2026-05-17T16:57:38.331165
300048,Omo Ghetto: the Saga,7.5,7986,65.814,2020-03-01,[18],"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2026-05-17T16:57:38.331318
300049,Prey,7.8,8678,93.234,2021-03-01,[18],A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2026-05-17T16:57:38.331447
300050,Blood Brothers: Malcolm X & Muhammad Ali,7.5,6525,109.32600000000001,2021-03-01,[18],"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2026-05-17T16:57:38.331608
300051,Paradise Hills,7.4,12937,3.504,2019-03-01,[18],"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",2026-05-17T16:57:38.333413
300052,The Women and the Murderer,7.4,11743,113.61,2021-03-01,[18],This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2026-05-17T16:57:38.334008
300053,JJ+E,7.2,8394,101.658,2021-03-01,[18],"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2026-05-17T16:57:38.334249
300054,Show Dogs,8.2,12795,40.158,2018-03-01,[18],A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2026-05-17T16:57:38.334389
300055,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,8.1,9205,62.274,2018-03-01,[18],"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2026-05-17T16:57:38.334517
300056,Untold: Breaking Point,7.0,7661,20.279999999999998,2021-03-01,[18],"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2026-05-17T16:57:38.337879
300057,Shadow Parties,8.4,13491,167.256,2020-03-01,[18],A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2026-05-17T16:57:38.338311
300058,Angamaly Diaries,7.5,3808,18.57,2017-03-01,[18],"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2026-05-17T16:57:38.338577
300059,A Champion Heart,7.2,15392,48.306000000000004,2018-03-01,[18],"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2026-05-17T16:57:38.338969
300060,Worth,7.7,3966,194.196,2021-03-01,[18],"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",2026-05-17T16:57:38.339213
300061,Afterlife of the Party,8.8,1280,127.326,2021-03-01,[18],Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,2026-05-17T16:57:38.339390
300062,Anjaam,7.7,10023,95.412,1994-03-01,[18],"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",2026-05-17T16:57:38.339536
300063,Bright Star,7.8,6779,126.726,2009-03-01,[18],This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,2026-05-17T16:57:38.340298
300064,Dhanak,7.0,1279,24.444,2015-03-01,[18],A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,2026-05-17T16:57:38.340479
300065,Final Account,7.0,5079,187.09199999999998,2021-03-01,[18],This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,2026-05-17T16:57:38.341913
300066,Gurgaon,8.0,8737,43.529999999999994,2017-03-01,[18],"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",2026-05-17T16:57:38.342148
300067,Here and There,8.0,3968,97.734,2020-03-01,[18],"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",2026-05-17T16:57:38.342306
300068,In the Cut,7.4,8069,32.55,2003-03-01,[18],"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",2026-05-17T16:57:38.342435
300069,Shikara,7.8,1033,191.43,2020-03-01,[18],A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,2026-05-17T16:57:38.343665
300070,A Cinderella Story,7.5,10260,119.19,2004-03-01,[18],Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,2026-05-17T16:57:38.344798
300071,Agatha Christie's Crooked House,8.0,7005,173.26799999999997,2017-03-01,[18],"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",2026-05-17T16:57:38.345138
300072,An Unfinished Life,7.6,3425,136.72799999999998,2005-03-01,[18],"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",2026-05-17T16:57:38.345332
300073,Barbie Big City Big Dreams,7.7,4249,110.25599999999999,2021-03-01,[18],"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",2026-05-17T16:57:38.345473
300074,Blade Runner: The Final Cut,7.1,3453,89.928,1982-03-01,[18],"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",2026-05-17T16:57:38.345650
300075,Chappie,7.3,2415,11.357999999999999,2015-03-01,[18],"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",2026-05-17T16:57:38.347575
300076,Clear and Present Danger,7.1,12343,75.978,1994-03-01,[18],"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",2026-05-17T16:57:38.347811
300077,Cliffhanger,8.6,7868,246.19799999999998,1993-03-01,[18],"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",2026-05-17T16:57:38.347960
300078,Cold Mountain,9.5,5665,37.77,2003-03-01,[18],"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",2026-05-17T16:57:38.348108
300079,Crocodile Dundee in Los Angeles,8.9,16227,13.607999999999999,2001-03-01,[18],"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",2026-05-17T16:57:38.348248
300080,Dear John,7.1,13077,34.644,2010-03-01,[18],"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",2026-05-17T16:57:38.349655
300081,Do the Right Thing,7.0,14807,28.445999999999998,1989-03-01,[18],"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",2026-05-17T16:57:38.350173
300082,"El patrón, radiografía de un crimen",7.2,5096,167.72400000000002,2014-03-01,[18],A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,2026-05-17T16:57:38.350416
300083,Extraction,7.9,8455,166.572,2015-03-01,[18],"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",2026-05-17T16:57:38.351175
300084,Freedom Writers,7.1,11511,114.222,2007-03-01,[18],"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",2026-05-17T16:57:38.351966
300085,Green Lantern,7.8,7780,72.768,2011-03-01,[18],Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,2026-05-17T16:57:38.352187
300086,House Party,8.3,6840,39.66,1990-03-01,[18],"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",2026-05-17T16:57:38.352364
300087,House Party 2,7.4,6375,302.946,1991-03-01,[18],"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",2026-05-17T16:57:38.352512
300088,House Party 3,7.3,2412,246.816,1994-03-01,[18],"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",2026-05-17T16:57:38.355368
300089,I Got the Hook Up,7.4,1814,239.886,1998-03-01,[18],"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",2026-05-17T16:57:38.355907
300090,In Too Deep,8.3,4815,71.706,1999-03-01,[18],"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",2026-05-17T16:57:38.356364
300091,Initial D,8.3,11173,172.824,2005-03-01,[18],"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",2026-05-17T16:57:38.356610
300092,Janoskians: Untold and Untrue,8.2,9966,258.16799999999995,2016-03-01,[18],Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,2026-05-17T16:57:38.356812
300093,Labyrinth,7.4,6522,136.236,1986-03-01,[18],"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",2026-05-17T16:57:38.356972
300094,Letters to Juliet,7.0,8417,20.682,2010-03-01,[18],"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",2026-05-17T16:57:38.358581
300095,Level 16,7.9,15743,4.98,2018-03-01,[18],"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",2026-05-17T16:57:38.358885
300096,Love Don't Cost a Thing,7.5,5096,67.692,2003-03-01,[18],A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,2026-05-17T16:57:38.359032
300097,Love in a Puff,8.2,9803,62.856,2010-03-01,[18],"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",2026-05-17T16:57:38.359187
300098,Mars Attacks!,8.5,7324,80.172,1996-03-01,[18],"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",2026-05-17T16:57:38.359322
300099,Marshall,8.5,5697,52.458000000000006,2017-03-01,[18],"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",2026-05-17T16:57:38.359447
300100,My Boss's Daughter,8.3,5312,15.684,2003-03-01,[18],"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",2026-05-17T16:57:38.360890
300101,Mystery Men,8.0,427,265.746,1999-03-01,[18],A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,2026-05-17T16:57:38.362776
300102,Once Upon a Time in America,7.6,6262,2.658,1984-03-01,[18],Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,2026-05-17T16:57:38.363087
300103,Open Season 2,7.2,10235,88.38000000000001,2008-03-01,[18],Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,2026-05-17T16:57:38.363359
300104,Osmosis Jones,8.7,4296,19.523999999999997,2001-03-01,[18],Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,2026-05-17T16:57:38.363603
300105,Poseidon,7.1,6150,151.206,2006-03-01,[18],"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",2026-05-17T16:57:38.364645
300106,Rhyme & Reason,8.0,11888,5.465999999999999,1997-03-01,[18],"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",2026-05-17T16:57:38.365339
300107,Same Kind of Different as Me,7.4,5011,106.50599999999999,2017-03-01,[18],A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,2026-05-17T16:57:38.366708
300108,School of Rock,7.0,6484,42.57,2003-03-01,[18],"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",2026-05-17T16:57:38.366991
300109,Snervous Tyler Oakley,7.0,12099,125.982,2015-03-01,[18],"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",2026-05-17T16:57:38.367286
300110,Tears of the Sun,8.5,6198,53.861999999999995,2003-03-01,[18],"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",2026-05-17T16:57:38.367441
300111,The Blue Lagoon,8.4,1235,49.518,1980-03-01,[18],"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",2026-05-17T16:57:38.367601
300112,The Golden Child,9.1,10867,27.702,1986-03-01,[18],A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,2026-05-17T16:57:38.367740
300113,The Guns of Navarone,7.0,5614,22.337999999999997,1961-03-01,[18],"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",2026-05-17T16:57:38.367872
300114,The Interview,7.0,13029,21.131999999999998,2014-03-01,[18],Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,2026-05-17T16:57:38.367994
300115,The Nutty Professor,7.8,11397,67.794,1996-03-01,[18],"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",2026-05-17T16:57:38.368137
300116,The Nutty Professor II: The Klumps,7.5,3420,86.496,2000-03-01,[18],"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",2026-05-17T16:57:38.369677
300117,Welcome Home Roscoe Jenkins,7.9,17638,98.712,2008-03-01,[18],"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",2026-05-17T16:57:38.371710
300118,In the Line of Fire,8.7,4907,240.83399999999997,1993-03-01,[18],A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,2026-05-17T16:57:38.372286
300119,Untold: Crime & Penalties,7.9,12289,68.74799999999999,2021-03-01,[18],"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",2026-05-17T16:57:38.372497
300120,2 Alone in Paris,9.2,5486,73.24799999999999,2008-03-01,[18],"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",2026-05-17T16:57:38.373636
300121,Thimmarusu,7.0,11914,41.532,2021-03-01,[18],"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",2026-05-17T16:57:38.373907
300122,Wind River,8.1,5742,26.237999999999996,2017-03-01,[18],A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,2026-05-17T16:57:38.374052
300123,C Kkompany,8.4,2884,59.111999999999995,2008-03-01,[18],"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",2026-05-17T16:57:38.374206
300124,EMI: Liya Hai To Chukana Padega,7.3,3290,169.602,2008-03-01,[18],A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,2026-05-17T16:57:38.374342
300125,He's All That,7.6,613,12.197999999999999,2021-03-01,[18],"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",2026-05-17T16:57:38.374463
300126,Koi Aap Sa,8.2,12469,69.84,2006-03-01,[18],"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",2026-05-17T16:57:38.377751
300127,Krishna Cottage,8.9,5748,146.862,2004-03-01,[18],True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,2026-05-17T16:57:38.378146
300128,Kucch To Hai,7.1,8477,7.8,2003-03-01,[18],"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",2026-05-17T16:57:38.378382
300129,Kyaa Kool Hai Hum,7.0,2369,345.882,2005-03-01,[18],"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",2026-05-17T16:57:38.379785
300130,Kyaa Kool Hain Hum 3,7.2,8205,163.84199999999998,2016-03-01,[18],"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",2026-05-17T16:57:38.380023
300131,Kyaa Super Kool Hain Hum,8.8,3245,71.538,2012-03-01,[18],An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2026-05-17T16:57:38.380174
300132,Kyo Kii... Main Jhuth Nahin Bolta,8.4,7661,62.82,2001-03-01,[18],The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,2026-05-17T16:57:38.383104
300133,"LSD: Love, Sex Aur Dhokha",7.2,12856,165.35399999999998,2010-03-01,[18],This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,2026-05-17T16:57:38.383481
300134,Mission Istaanbul: Darr Ke Aagey Jeet Hai,8.7,2464,43.416,2008-03-01,[18],A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,2026-05-17T16:57:38.383815
