tmdb_id,title,original_title,popularity,vote_average,vote_count,release_date,genre_ids,overview,poster_path,media_type,fetched_at
100012,Grown Ups,Grown Ups,119.29,6.9,5993,2010-06-15,[18],"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",,movie,2026-05-17T16:57:35.582798
100013,Dark Skies,Dark Skies,135.24,7.7,1317,2013-06-15,[18],"A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",,movie,2026-05-17T16:57:35.583883
100014,Paranoia,Paranoia,97.28,8.2,6698,2013-06-15,[18],"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",,movie,2026-05-17T16:57:35.585364
100015,Ankahi Kahaniya,Ankahi Kahaniya,93.9,5.8,4936,2021-06-15,[18],"As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",,movie,2026-05-17T16:57:35.585721
100016,The Father Who Moves Mountains,The Father Who Moves Mountains,167.75,3.9,4598,2021-06-15,[18],"When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",,movie,2026-05-17T16:57:35.585946
100017,The Stronghold,The Stronghold,134.22,7.5,2450,2021-06-15,[18],"Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",,movie,2026-05-17T16:57:35.586584
100018,Birth of the Dragon,Birth of the Dragon,270.44,8.3,8240,2017-06-15,[18],"A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",,movie,2026-05-17T16:57:35.586843
100019,Jaws,Jaws,238.15,6.1,818,1975-06-15,[18],"When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",,movie,2026-05-17T16:57:35.587940
100020,Jaws 2,Jaws 2,57.87,4.9,6011,1978-06-15,[18],"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",,movie,2026-05-17T16:57:35.588250
100021,Jaws 3,Jaws 3,52.99,7.4,5442,1983-06-15,[18],"After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",,movie,2026-05-17T16:57:35.588468
100022,Jaws: The Revenge,Jaws: The Revenge,30.38,8.6,1839,1987-06-15,[18],"After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",,movie,2026-05-17T16:57:35.591938
100023,My Heroes Were Cowboys,My Heroes Were Cowboys,140.99,4.5,8259,2021-06-15,[18],"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",,movie,2026-05-17T16:57:35.592283
100024,Safe House,Safe House,42.02,6.3,5403,2012-06-15,[18],Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,,movie,2026-05-17T16:57:35.592461
100025,Training Day,Training Day,438.28,5.6,4091,2001-06-15,[18],A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,,movie,2026-05-17T16:57:35.592694
100026,InuYasha the Movie 2: The Castle Beyond the Looking Glass,InuYasha the Movie 2: The Castle Beyond the Looking Glass,10.77,7.4,1930,2002-06-15,[18],"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",,movie,2026-05-17T16:57:35.592875
100027,InuYasha the Movie 3: Swords of an Honorable Ruler,InuYasha the Movie 3: Swords of an Honorable Ruler,418.23,4.9,7716,2003-06-15,[18],The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,,movie,2026-05-17T16:57:35.595402
100028,InuYasha the Movie 4: Fire on the Mystic Island,InuYasha the Movie 4: Fire on the Mystic Island,23.88,7.6,526,2004-06-15,[18],"Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",,movie,2026-05-17T16:57:35.595695
100029,InuYasha the Movie: Affections Touching Across Time,InuYasha the Movie: Affections Touching Across Time,260.4,3.8,10508,2001-06-15,[18],"A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",,movie,2026-05-17T16:57:35.595861
100030,Naruto Shippuden the Movie: Blood Prison,Naruto Shippuden the Movie: Blood Prison,94.19,7.4,2303,2011-06-15,[18],"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",,movie,2026-05-17T16:57:35.595988
100031,Naruto Shippûden the Movie: Bonds,Naruto Shippûden the Movie: Bonds,22.62,6.6,5666,2008-06-15,[18],"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",,movie,2026-05-17T16:57:35.596141
100032,Naruto Shippûden the Movie: The Will of Fire,Naruto Shippûden the Movie: The Will of Fire,358.63,4.3,7411,2009-06-15,[18],"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",,movie,2026-05-17T16:57:35.598864
100033,Naruto Shippuden: The Movie,Naruto Shippuden: The Movie,285.33,6.0,7461,2007-06-15,[18],"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",,movie,2026-05-17T16:57:35.599088
100034,Naruto Shippuden: The Movie: The Lost Tower,Naruto Shippuden: The Movie: The Lost Tower,196.86,8.5,2803,2010-06-15,[18],"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",,movie,2026-05-17T16:57:35.599255
100035,Naruto the Movie 2: Legend of the Stone of Gelel,Naruto the Movie 2: Legend of the Stone of Gelel,246.49,5.7,6910,2005-06-15,[18],"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",,movie,2026-05-17T16:57:35.599396
100036,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,149.73,6.0,2423,2006-06-15,[18],"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",,movie,2026-05-17T16:57:35.601957
100037,Naruto the Movie: Ninja Clash in the Land of Snow,Naruto the Movie: Ninja Clash in the Land of Snow,54.24,5.6,9695,2004-06-15,[18],"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",,movie,2026-05-17T16:57:35.602472
100038,Nightbooks,Nightbooks,47.78,6.5,3044,2021-06-15,[18],Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,,movie,2026-05-17T16:57:35.604040
100039,Schumacher,Schumacher,113.27,9.2,4285,2021-06-15,[18],"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",,movie,2026-05-17T16:57:35.604331
100040,A StoryBots Space Adventure,A StoryBots Space Adventure,193.61,6.7,8696,2021-06-15,[18],Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,,movie,2026-05-17T16:57:35.604511
100041,King of Boys,King of Boys,71.97,4.8,1548,2018-06-15,[18],"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",,movie,2026-05-17T16:57:35.604767
100042,You vs. Wild: Out Cold,You vs. Wild: Out Cold,131.09,3.8,2927,2021-06-15,[18],"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",,movie,2026-05-17T16:57:35.604911
100043,Little Singham - Black Shadow,Little Singham - Black Shadow,58.97,8.0,3258,2021-06-15,[18],Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,,movie,2026-05-17T16:57:35.605262
100044,Tughlaq Durbar,Tughlaq Durbar,66.04,5.4,3457,2020-06-15,[18],A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,,movie,2026-05-17T16:57:35.605409
100045,Tughlaq Durbar (Telugu),Tughlaq Durbar (Telugu),283.96,8.3,3527,2021-06-15,[18],A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,,movie,2026-05-17T16:57:35.605573
100046,Firedrake the Silver Dragon,Firedrake the Silver Dragon,40.75,6.5,6508,2021-06-15,[18],"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",,movie,2026-05-17T16:57:35.605800
100047,Kate,Kate,197.95,3.9,1195,2021-06-15,[18],"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",,movie,2026-05-17T16:57:35.605958
100048,Omo Ghetto: the Saga,Omo Ghetto: the Saga,364.22,6.5,8933,2020-06-15,[18],"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",,movie,2026-05-17T16:57:35.606285
100049,Prey,Prey,395.39,5.8,807,2021-06-15,[18],A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,,movie,2026-05-17T16:57:35.606448
100050,Blood Brothers: Malcolm X & Muhammad Ali,Blood Brothers: Malcolm X & Muhammad Ali,125.8,8.0,942,2021-06-15,[18],"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",,movie,2026-05-17T16:57:35.606617
100051,Paradise Hills,Paradise Hills,212.12,4.4,2236,2019-06-15,[18],"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",,movie,2026-05-17T16:57:35.607350
100052,The Women and the Murderer,The Women and the Murderer,169.74,6.8,4353,2021-06-15,[18],This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,,movie,2026-05-17T16:57:35.607630
100053,JJ+E,JJ+E,71.88,6.0,11920,2021-06-15,[18],"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",,movie,2026-05-17T16:57:35.607791
100054,Show Dogs,Show Dogs,25.5,5.8,6952,2018-06-15,[18],A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,,movie,2026-05-17T16:57:35.607906
100055,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,238.95,4.6,3211,2018-06-15,[18],"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",,movie,2026-05-17T16:57:35.608012
100056,Untold: Breaking Point,Untold: Breaking Point,333.47,6.7,6313,2021-06-15,[18],"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",,movie,2026-05-17T16:57:35.608186
100057,Shadow Parties,Shadow Parties,189.39,7.2,1727,2020-06-15,[18],A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,,movie,2026-05-17T16:57:35.608329
100058,Angamaly Diaries,Angamaly Diaries,209.69,8.0,2353,2017-06-15,[18],"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",,movie,2026-05-17T16:57:35.608445
100059,A Champion Heart,A Champion Heart,133.72,5.9,4554,2018-06-15,[18],"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",,movie,2026-05-17T16:57:35.608598
100060,Worth,Worth,163.59,6.8,7795,2021-06-15,[18],"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",,movie,2026-05-17T16:57:35.608714
100061,Afterlife of the Party,Afterlife of the Party,1.13,7.4,1557,2021-06-15,[18],Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,,movie,2026-05-17T16:57:35.608819
100062,Anjaam,Anjaam,185.39,4.8,2910,1994-06-15,[18],"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",,movie,2026-05-17T16:57:35.608940
100063,Bright Star,Bright Star,32.68,3.7,1919,2009-06-15,[18],This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,,movie,2026-05-17T16:57:35.609050
100064,Dhanak,Dhanak,323.45,6.0,575,2015-06-15,[18],A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,,movie,2026-05-17T16:57:35.609183
100065,Final Account,Final Account,447.28,7.5,3486,2021-06-15,[18],This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,,movie,2026-05-17T16:57:35.609307
100066,Gurgaon,Gurgaon,178.75,5.2,3633,2017-06-15,[18],"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",,movie,2026-05-17T16:57:35.609411
100067,Here and There,Here and There,166.8,4.1,3162,2020-06-15,[18],"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",,movie,2026-05-17T16:57:35.609526
100068,In the Cut,In the Cut,36.39,6.6,4821,2003-06-15,[18],"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",,movie,2026-05-17T16:57:35.614484
100069,Shikara,Shikara,29.94,5.6,1441,2020-06-15,[18],A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,,movie,2026-05-17T16:57:35.614756
100070,A Cinderella Story,A Cinderella Story,87.95,6.2,2221,2004-06-15,[18],Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,,movie,2026-05-17T16:57:35.616776
100071,Agatha Christie's Crooked House,Agatha Christie's Crooked House,85.23,4.9,5290,2017-06-15,[18],"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",,movie,2026-05-17T16:57:35.618404
100072,An Unfinished Life,An Unfinished Life,197.35,5.2,4760,2005-06-15,[18],"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",,movie,2026-05-17T16:57:35.618683
100073,Barbie Big City Big Dreams,Barbie Big City Big Dreams,47.78,6.2,4729,2021-06-15,[18],"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",,movie,2026-05-17T16:57:35.618841
100074,Blade Runner: The Final Cut,Blade Runner: The Final Cut,446.51,4.1,3291,1982-06-15,[18],"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",,movie,2026-05-17T16:57:35.618956
100075,Chappie,Chappie,240.32,5.0,2340,2015-06-15,[18],"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",,movie,2026-05-17T16:57:35.619080
100076,Clear and Present Danger,Clear and Present Danger,443.36,6.0,342,1994-06-15,[18],"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",,movie,2026-05-17T16:57:35.621032
100077,Cliffhanger,Cliffhanger,444.83,4.2,10168,1993-06-15,[18],"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",,movie,2026-05-17T16:57:35.621368
100078,Cold Mountain,Cold Mountain,136.62,4.2,3700,2003-06-15,[18],"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",,movie,2026-05-17T16:57:35.622882
100079,Crocodile Dundee in Los Angeles,Crocodile Dundee in Los Angeles,250.57,5.5,1913,2001-06-15,[18],"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",,movie,2026-05-17T16:57:35.623078
100080,Dear John,Dear John,287.38,6.9,3640,2010-06-15,[18],"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",,movie,2026-05-17T16:57:35.623229
100081,Do the Right Thing,Do the Right Thing,60.19,7.8,663,1989-06-15,[18],"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",,movie,2026-05-17T16:57:35.623356
100082,"El patrón, radiografía de un crimen","El patrón, radiografía de un crimen",70.0,5.2,4962,2014-06-15,[18],A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,,movie,2026-05-17T16:57:35.623482
100083,Extraction,Extraction,187.37,5.0,2671,2015-06-15,[18],"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",,movie,2026-05-17T16:57:35.626147
100084,Freedom Writers,Freedom Writers,129.15,2.9,2784,2007-06-15,[18],"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",,movie,2026-05-17T16:57:35.628083
100085,Green Lantern,Green Lantern,400.45,5.6,7162,2011-06-15,[18],Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,,movie,2026-05-17T16:57:35.628334
100086,House Party,House Party,5.53,5.6,10663,1990-06-15,[18],"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",,movie,2026-05-17T16:57:35.628511
100087,House Party 2,House Party 2,7.92,4.9,9074,1991-06-15,[18],"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",,movie,2026-05-17T16:57:35.628729
100088,House Party 3,House Party 3,50.98,8.9,1077,1994-06-15,[18],"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",,movie,2026-05-17T16:57:35.628859
100089,I Got the Hook Up,I Got the Hook Up,123.21,8.2,5584,1998-06-15,[18],"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",,movie,2026-05-17T16:57:35.631049
100090,In Too Deep,In Too Deep,202.4,6.8,5138,1999-06-15,[18],"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",,movie,2026-05-17T16:57:35.631462
100091,Initial D,Initial D,80.15,7.2,3296,2005-06-15,[18],"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",,movie,2026-05-17T16:57:35.631682
100092,Janoskians: Untold and Untrue,Janoskians: Untold and Untrue,2.44,6.5,436,2016-06-15,[18],Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,,movie,2026-05-17T16:57:35.631875
100093,Labyrinth,Labyrinth,232.21,7.4,10022,1986-06-15,[18],"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",,movie,2026-05-17T16:57:35.633501
100094,Letters to Juliet,Letters to Juliet,326.82,7.0,3122,2010-06-15,[18],"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",,movie,2026-05-17T16:57:35.633800
100095,Level 16,Level 16,55.45,6.4,6313,2018-06-15,[18],"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",,movie,2026-05-17T16:57:35.633930
100096,Love Don't Cost a Thing,Love Don't Cost a Thing,149.99,5.7,4339,2003-06-15,[18],A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,,movie,2026-05-17T16:57:35.634092
100097,Love in a Puff,Love in a Puff,162.26,3.9,3720,2010-06-15,[18],"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",,movie,2026-05-17T16:57:35.634221
100098,Mars Attacks!,Mars Attacks!,197.4,7.2,5785,1996-06-15,[18],"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",,movie,2026-05-17T16:57:35.634329
100099,Marshall,Marshall,72.66,4.8,5793,2017-06-15,[18],"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",,movie,2026-05-17T16:57:35.636767
100100,My Boss's Daughter,My Boss's Daughter,161.09,8.6,2787,2003-06-15,[18],"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",,movie,2026-05-17T16:57:35.637053
100101,Mystery Men,Mystery Men,303.03,8.2,1759,1999-06-15,[18],A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,,movie,2026-05-17T16:57:35.638948
100102,Once Upon a Time in America,Once Upon a Time in America,99.73,6.5,4009,1984-06-15,[18],Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,,movie,2026-05-17T16:57:35.639247
100103,Open Season 2,Open Season 2,437.15,5.5,4906,2008-06-15,[18],Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,,movie,2026-05-17T16:57:35.639396
100104,Osmosis Jones,Osmosis Jones,95.45,5.5,4925,2001-06-15,[18],Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,,movie,2026-05-17T16:57:35.639529
100105,Poseidon,Poseidon,165.04,7.0,7867,2006-06-15,[18],"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",,movie,2026-05-17T16:57:35.639722
100106,Rhyme & Reason,Rhyme & Reason,37.16,7.8,356,1997-06-15,[18],"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",,movie,2026-05-17T16:57:35.641199
100107,Same Kind of Different as Me,Same Kind of Different as Me,149.96,4.3,2355,2017-06-15,[18],A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,,movie,2026-05-17T16:57:35.641477
100108,School of Rock,School of Rock,217.93,5.8,3121,2003-06-15,[18],"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",,movie,2026-05-17T16:57:35.641692
100109,Snervous Tyler Oakley,Snervous Tyler Oakley,200.98,7.6,1265,2015-06-15,[18],"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",,movie,2026-05-17T16:57:35.641880
100110,Tears of the Sun,Tears of the Sun,172.47,6.6,3408,2003-06-15,[18],"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",,movie,2026-05-17T16:57:35.642009
100111,The Blue Lagoon,The Blue Lagoon,189.4,4.1,1123,1980-06-15,[18],"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",,movie,2026-05-17T16:57:35.644680
100112,The Golden Child,The Golden Child,22.43,9.0,479,1986-06-15,[18],A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,,movie,2026-05-17T16:57:35.644958
100113,The Guns of Navarone,The Guns of Navarone,148.83,7.4,8711,1961-06-15,[18],"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",,movie,2026-05-17T16:57:35.645135
100114,The Interview,The Interview,36.67,5.6,2368,2014-06-15,[18],Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,,movie,2026-05-17T16:57:35.645274
100115,The Nutty Professor,The Nutty Professor,59.22,6.5,1861,1996-06-15,[18],"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",,movie,2026-05-17T16:57:35.647807
100116,The Nutty Professor II: The Klumps,The Nutty Professor II: The Klumps,197.2,8.9,4685,2000-06-15,[18],"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",,movie,2026-05-17T16:57:35.648085
100117,Welcome Home Roscoe Jenkins,Welcome Home Roscoe Jenkins,131.03,4.9,5532,2008-06-15,[18],"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",,movie,2026-05-17T16:57:35.648242
100118,In the Line of Fire,In the Line of Fire,219.99,5.6,2545,1993-06-15,[18],A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,,movie,2026-05-17T16:57:35.648358
